Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
CropFarmerLPDesc,progression,perk,,,Specialize in farming skills to get better at handling crops.\nOnly affects harvest of self-grown crops.\nStack with 'Living off the Land'.,,,,,,農作物の扱いを上手にするために、農業スキルに特化しましょう。\n自分で育てた作物の収穫にのみ影響する。\n『自給自足』と重複可能。,,,,Специализируйтесь на навыках ведения сельского хозяйства чтобы лучше справляться с уборкой урожая.\nВлияет только на урожай самостоятельно выращенных культур.\nЭффект складывается с 'Фермерство и земледелие'.,,专精于农业技能以便更好地处理农作物。\n仅影响自产作物的收成。\n可与‘就地取材’叠加。,專精於農業技能以便更好地處理農作物。\n只影響自種作物的收成。\n可與「靠土地為生」疊加。
CropFarmerLP1Desc,progression,skills,,,\n+20% Crops Harvested\n+2% Seeds Finding Chance\n,,,,,,\n収穫した作物量+20%\n種子発見確率+2%\n,,,,\n+20% собранного урожая\n+2% шанса найти семена\n,,\n+20%农作物收获\n+2%种子发现率\n,\n+20% 農作物採收\n+2% 種子發現率\n
CropFarmerLP2Desc,progression,skills,,,\n+40% Crops Harvested\n+4% Seeds Finding Chance\n,,,,,,\n収穫した作物量+40%\n種子発見確率+4%\n,,,,\n+40% собранного урожая\n+4% шанса найти семена\n,,\n+40%农作物收获\n+4%种子发现率\n,\n+40% 農作物採收\n+4% 種子發現率\n
CropFarmerLP3Desc,progression,skills,,,\n+60% Crops Harvested\n+6% Seeds Finding Chance\n,,,,,,\n収穫した作物量+60%\n種子発見確率+6%\n,,,,\n+60% собранного урожая\n+6% шанса найти семена\n,,\n+60%农作物收获\n+6%种子发现率\n,\n+60% 農作物採收\n+6% 種子發現率\n
CropFarmerLP4Desc,progression,skills,,,\n+80% Crops Harvested\n+8% Seeds Finding Chance\n,,,,,,\n収穫した作物量+80%\n種子発見確率+8%\n,,,,\n+80% собранного урожая\n+8% шанса найти семена\n,,\n+80%农作物收获\n+8%种子发现率\n,\n+80% 農作物採收\n+8% 種子發現率\n
CropFarmerLP5Desc,progression,skills,,,\n+100% Crops Harvested\n+10% Seeds Finding Chance\n+1 Additional Seed Harvested\n,,,,,,\n収穫した作物量+100%\n種子発見確率+10%\n追加の種子収穫+1\n,,,,\n+100% собранного урожая\n+10% шанса найти семена\n+1 дополнительно собраные семена\n,,\n+100%农作物收获\n+10%种子发现率\n额外+1种子收获\n,\n+100% 農作物採收\n+10% 種子發現率\n+1 額外種子收穫\n
CropFarmerLP1LongDesc,progression,skills,,,Increases crops harvested by +20%.\nImproves the chance of finding seeds by +2%.,,,,,,収穫した作物が20%増加。\n種を見つける確率が2%上昇。,,,,Увеличивает урожайность на +20%.\nУлучшает шанс найти семена на +2%.,,农作物的收获增加+20%。\n发现种子的机率提高+2%。,農作物的採收增加+20%。\n發現種子的機率提高 +2%。
CropFarmerLP2LongDesc,progression,skills,,,Increases crops harvested by +40%.\nImproves the chance of finding seeds by +4%.,,,,,,収穫した作物が40%増加。\n種を見つける確率が4%上昇。,,,,Увеличивает урожайность на +40%.\nУлучшает шанс найти семена на +4%.,,农作物的收获增加+40%。\n发现种子的机率提高+4%。,農作物的採收增加+40%。\n發現種子的機率提高 +4%。
CropFarmerLP3LongDesc,progression,skills,,,Increases crops harvested by +60%.\nImproves the chance of finding seeds by +6%.,,,,,,収穫した作物が60%増加。\n種を見つける確率が6%上昇。,,,,Увеличивает урожайность на +60%.\nУлучшает шанс найти семена на +6%.,,农作物的收获增加+60%。\n发现种子的机率提高+6%。,農作物的採收增加+60%。\n發現種子的機率提高 +6%。
CropFarmerLP4LongDesc,progression,skills,,,Increases crops harvested by +80%.\nImproves the chance of finding seeds by +8%.,,,,,,収穫した作物が80%増加。\n種を見つける確率が8%上昇。,,,,Увеличивает урожайность на +80%.\nУлучшает шанс найти семена на +8%.,,农作物的收获增加+80%。\n发现种子的机率提高+8%。,農作物的採收增加+80%。\n發現種子的機率提高 +8%。
CropFarmerLP5LongDesc,progression,skills,,,Increases crops harvested by +100%.\nImproves the chance of finding seeds by +10%.\nIncreases seed harvested by an additional +1.,,,,,,穫した作物が100%増加。\n種を見つける確率が10%上昇。\n種子の収穫量が更に1個増加。,,,,Увеличивает урожайность на +100%.\nУлучшает шанс найти семена на +10%.\nУвеличивает урожай семян на +1.,,农作物的收获增加+100%。\n发现种子的机率提高+10%。\n额外增加+1种子的收获。,農作物的採收增加+100%。\n發現種子的機率提高 +10%。\n+1 額外增加種子的收穫。

MedicHealerLPName,progression,perk,,,Healer,,,,,,ヒーラー,,,,Целитель,,治療者,治癒者
MedicHealerLPDesc,progression,perk,,,Specialize in pharmaceutical knowledge to improve the efficiency of medical items.\nOnly affects healing from medical supplies.\nStack with 'Physician'.,,,,,,医薬品の効率化を図るための薬学知識に特化しています。\n医療品による回復にのみ影響する。\n『医師』と重複可能。,,,,Специализируйтесь на фармацевтических знаниях для повышения эффективности медицинских изделий.\nВлияет только на лечение с помощью медицинских принадлежностей.\nЭффект складывается с 'Медик'.,,专精于医药知识以提高医疗物品的效率。\n仅影响医疗物品的治疗。\n可与‘医师’叠加。,專精於藥學知識以提高醫療用品的使用效率。\n只影響醫療用品的治療。\n可與「醫生」疊加。
MedicHealerLP1Desc,progression,skills,,,\n+20% Medical Supplies Efficiency\n+5% More Medical Supplies Quantity Found\n+2% Medical Supplies Finding Chance\n,,,,,,\n医療品効率+20%\n医療品発見数+5%\n医療品発見確率+2%\n,,,,\n+20% Медицинская эффективность\n+5% Больше найденных медицинских принадлежностей\n+2% Шанс найти медицинские принадлежности\n,,\n+20%医疗物品效率\n+5%医疗物品发现量\n+2%医疗物品发现率\n,\n+20% 醫療用品效率\n+5% 醫療用品發現量\n+2% 醫療用品發現率\n
MedicHealerLP2Desc,progression,skills,,,\n+40% Medical Supplies Efficiency\n+10% More Medical Supplies Quantity Found\n+4% Medical Supplies Finding Chance\n,,,,,,\n医療品効率+40%\n医療品発見数+10%\n医療品発見確率+4%\n,,,,\n+40% Медицинская эффективность\n+10% Больше найденных медицинских принадлежностей\n+4% Шанс найти медицинские принадлежности\n,,\n+40%医疗物品效率\n+10%医疗物品发现量\n+4%医疗物品发现率\n,\n+40% 醫療用品效率\n+10% 醫療用品發現量\n+4% 醫療用品發現率\n
MedicHealerLP3Desc,progression,skills,,,\n+60% Medical Supplies Efficiency\n+15% More Medical Supplies Quantity Found\n+6% Medical Supplies Finding Chance\n,,,,,,\n医療品効率+60%\n医療品発見数+15%\n医療品発見確率+6%\n,,,,\n+60% Медицинская эффективность\n+15% Больше найденных медицинских принадлежностей\n+6% Шанс найти медицинские принадлежности\n,,\n+60%医疗物品效率\n+15%医疗物品发现量\n+6%医疗物品发现率\n,\n+60% 醫療用品效率\n+15% 醫療用品發現量\n+6% 醫療用品發現率\n
MedicHealerLP4Desc,progression,skills,,,\n+80% Medical Supplies Efficiency\n+20% More Medical Supplies Quantity Found\n+8% Medical Supplies Finding Chance\n,,,,,,\n医療品効率+80%\n医療品発見数+20%\n医療品発見確率+8%\n,,,,\n+80% Медицинская эффективность\n+20% Больше найденных медицинских принадлежностей\n+8% Шанс найти медицинские принадлежности\n,,\n+80%医疗物品效率\n+20%医疗物品发现量\n+8%医疗物品发现率\n,\n+80% 醫療用品效率\n+20% 醫療用品發現量\n+8% 醫療用品發現率\n
MedicHealerLP5Desc,progression,skills,,,\n+100% Medical Supplies Efficiency\n+25% More Medical Supplies Quantity Found\n+10% Medical Supplies Finding Chance\n,,,,,,\n医療品効率+100%\n医療品発見数+25%\n医療品発見確率+10%\n,,,,\n+100% Медицинская эффективность\n+25% Больше найденных медицинских принадлежностей\n+10% Шанс найти медицинские принадлежности\n,,\n+100%医疗物品效率\n+25%医疗物品发现量\n+10%医疗物品发现率\n,\n+100% 醫療用品效率\n+25% 醫療用品發現量\n+10% 醫療用品發現率\n
MedicHealerLP1LongDesc,progression,skills,,,Improves medical supplies efficiency by +20%.\nFind +5% more medical supplies quantity from looting.\nImproves the chance of finding medical supplies by +2%.,,,,,,医療品効率が20%上昇。\n略奪による医療品の発見量が5%増加。\n医療品を発見する確率が2%上昇。,,,,Улучшает эффективность медицины на +20%.\nНаходи на +5% больше медицинских принадлежностей при обыске.\nУлучшает шанс найти медицинские принадлежности на +2%.,,医疗物品的效率提高+20%。\n发现医疗物品的数量增加+5%。\n发现医疗物品的机率提高+2%。,醫療用品的效率提高 +20%。\n發現醫療用品的數量增加 +5%。\n發現醫療用品的機率提高 +2%。
